entry,px1,py1,pz1,mass1,charge1,px2,py2,pz2,mass2,charge2,px3,py3,pz3,mass3,charge3,px4,py4,pz4,mass4,charge4,px5,py5,pz5,mass5,charge5,px6,py6,pz6,mass6,charge6,px7,py7,pz7,mass7,charge7,px8,py8,pz8,mass8,charge8,px9,py9,pz9,mass9,charge9,px10,py10,pz10,mass10,charge10
10,-3.246,6.016,-5.42,0.14,1,-2.135,4.336,-3.694,0.14,-1,-1.623,3.148,-3.23,0.14,1,-1.728,3.599,-3.319,0.14,-1,-0.546,0.516,-0.839,0.14,-1,-2.132,6.42,-5.545,0,0,-0.739,-0.903,5.145,0,0,-0.268,-0.298,1.62,0,0,14.173,-20.568,-6.468,0,0,-0.259,0.673,-0.709,0,0
10,0.039,-0.167,0.104,0.14,1,-0.064,-2.25,2.445,0.14,-1,0.251,-0.982,0.743,0.14,-1,0.189,2.929,-4.124,0.14,1,-0.01,-2.463,4.576,0.14,1,0.493,-1.768,1.702,0.14,-1,-0.062,-1.718,1.759,0.14,-1,0,-1.933,2.575,0.14,1,0.741,0.044,0.677,0,0,0.151,-0.915,0.913,0,0
10,18.847,22.52,-15.079,0.139,1,4.842,5.959,-3.955,0.14,-1,-0.833,-0.849,1.015,0.14,1,-2.697,-0.732,1.447,0.14,-1,0.244,0.971,-0.809,0.14,1,-0.669,-0.194,0.429,0.14,-1,-1.289,-1.702,1.184,0.022,0,-6.01,-8.604,5.911,0,0,-0.799,-0.976,0.759,0,0,-3.266,-5.238,3.548,0.164,0
10,3.059,-16.031,-4.568,0.14,-1,2.273,-9.277,-2.914,0.14,1,0.359,-2.331,-0.685,0.14,-1,-0.963,5.075,1.437,0.14,1,-1.348,6.497,2.114,0.14,1,-0.936,5.481,1.928,0.14,-1,0.273,-1.598,-0.597,0.019,0,1.657,-8.753,-2.976,0,0,-3.082,17.588,5.43,0.008,0,0.42,-1.585,-0.685,0.233,0
10,-9.168,-6.107,-0.143,0.14,1,-6.218,-4.137,0.059,0.14,-1,-0.925,-0.55,-0.034,0.14,-1,4.823,3.469,0.396,0.14,1,-0.91,-0.573,0.044,0.14,-1,-6.085,-4.264,-0.305,0,0,-3.831,-2.828,0.011,0,0,-1.478,-2.072,1.022,0,0,-1.177,-1.019,0.066,0,0,-1.544,-1.445,-0.234,0,0
10,0.033,-1.967,-0.586,0.14,1,-0.082,2.887,0.051,0.14,-1,-6.486,32.887,5.132,0.14,1,0.079,1.665,0.179,0.14,-1,6.11,-30.528,-4.547,0.139,-1,0.34,-0.661,0.139,0.14,-1,0.104,0.706,0.045,0.14,1,-0.419,2.878,1.07,0.14,1,0,1.359,0.395,0.14,-1,1.308,-8.498,-1.932,0,0
10,3.403,-4.068,2.518,0.14,1,2.596,-2.769,2.167,0.14,1,2.875,-3.585,2.389,0.14,1,2.397,-2.698,2.061,0.14,-1,6.785,-7.402,4.893,0.14,-1,-4.368,4.755,-3.69,0.14,-1,2.887,-2.98,2.209,0.031,0,-21.802,24.451,-17.025,0,0,-0.533,0.619,-0.342,0,0,0.557,-0.675,0.441,0,0
10,-6.51,-5.796,1.357,0.14,1,-6.507,-4.493,2.273,0.14,1,-3.443,-2.191,-0.458,0.14,-1,0.622,0.419,-0.093,0.14,-1,-10.572,-7.611,2.254,0.14,-1,28.531,21.634,-3.911,0.14,1,-1.511,-0.916,0.434,0,0,2.798,2.164,-1.192,0.001,0,-1.388,-0.8,0.112,0.001,0,-1.11,-0.903,-0.303,0.126,0
10,-6.736,-7.225,-11.048,0.14,1,-4.026,-4.684,-6.702,0.14,1,5.331,6.923,9.83,0.14,-1,0.526,0.628,1.005,0.14,1,-3.111,-3.249,-5.682,0.14,-1,0.249,0.196,0.384,0.14,-1,2.199,2.448,3.858,0,0,2.172,2.263,3.523,0,0,3.476,3.521,5.36,0.038,0,1.122,1.102,1.93,0.022,0
10,1.478,2.669,2.918,0.14,-1,3.881,7.148,8.028,0.139,-1,-4.552,-8.789,-8.876,0.14,1,-1.447,-2.282,-2.572,0.14,1,10.128,15.982,17.336,0.139,1,-0.646,-1.016,-1.148,0.14,-1,-2.967,-4.903,-5.269,0,0,-2.634,-3.932,-4.656,0.003,0,0.351,0.757,0.874,0.001,0,-0.268,-0.716,-0.465,0,0
10,9.173,-4.152,-6.156,0.14,1,2.504,-0.94,-1.992,0.14,-1,-13.572,6.018,9.605,0.139,-1,0.839,-0.307,-0.598,0.14,1,1.005,-0.472,-0.737,0.14,-1,9.179,-3.971,-6.368,0.14,1,6.086,-2.361,-4.502,0.003,0,0.659,-0.365,-0.456,0,0,-13.062,5.698,8.568,0.008,0,-2.088,0.975,1.422,0,0
10,4.57,10.122,13.373,0.139,-1,3.785,9.079,12.027,0.14,-1,0.466,1.289,1.578,0.14,1,1.436,3.872,5.293,0.14,1,-0.54,-0.908,-1.532,0.14,-1,0.503,0.986,1.18,0.14,1,0.226,0.487,0.669,0,0,-0.488,0.973,0.395,0,0,0.912,1.994,2.206,0,0,0.038,0.855,0.672,0,0
10,10.675,-6.563,-14.928,0.14,1,1.22,-1.039,-1.704,0.14,-1,-2.354,1.577,3.208,0.14,-1,-4.517,2.487,5.508,0.14,-1,-2.428,1.632,3.329,0.14,1,0.28,-0.144,-0.347,0.14,1,10.237,-7.28,-14.281,0.009,0,-2.509,1.727,3.429,0,0,-1.192,0.869,1.652,0.001,0,1.609,-1.144,-1.962,0,0
10,0.288,-0.172,0.106,0.14,1,3.456,-8.756,5.916,0.14,-1,4.053,-11.838,6.772,0.14,1,-0.442,1.059,-0.62,0.14,1,0.361,-0.044,0.334,0.14,1,-0.437,1.511,-0.925,0.14,-1,-0.555,1.692,-0.367,0.14,1,6.257,-14.946,8.96,0,0,-11.493,27.697,-18.701,0,0,-1.131,1.071,-0.66,0,0
10,2.17,-2.553,1.414,0.14,1,9.383,-12.593,7.678,0.14,-1,0.834,-1.197,0.732,0.14,-1,1.437,-1.478,1.039,0.14,1,3.728,-5.013,3.064,0.14,1,-5.241,7.113,-3.694,0.14,-1,6.353,-7.829,5.159,0,0,1.553,-1.906,1.169,0,0,-6.6,8.228,-5.166,0.007,0,-2.732,3.031,-1.638,0.03,0
10,12.415,-7.188,0.062,0.14,1,-13.92,9.174,-1.082,0.139,1,-6.967,3.939,-0.61,0.14,1,12.577,-8.013,0.141,0.14,-1,3.811,-2.239,0.01,0.14,-1,-4.823,3.061,-0.437,0.14,-1,-5.139,3.335,-0.707,0,0,-3.568,2.144,-0.483,0,0,1.049,-0.247,0.153,0.128,0,0.691,-0.469,-0.023,0,0
10,2.768,15.477,-1.059,0.14,1,-0.521,-5.54,0.014,0.14,1,-0.305,-2.023,0.184,0.14,-1,-0.358,-2.309,0.207,0.14,1,0.455,2.253,-0.155,0.14,-1,0.369,1.409,-0.093,0.14,-1,-2.049,-14.567,1.185,0,0,-0.219,-1.148,-0.008,0.001,0,-0.99,-5.776,0.363,0,0,0.434,2.583,-0.173,0.084,0
10,0.09,-12.081,-5.362,0.14,-1,0.315,18.525,8.322,0.139,-1,0.215,7.644,3.286,0.14,1,-0.123,6.987,2.519,0.14,1,0.962,-1.769,-0.402,0.14,1,0.071,6.912,3.191,0.14,-1,-0.421,0.105,0.333,0.14,-1,0.066,-20.825,-10.282,0,0,-0.31,-2.901,-1.185,0,0,-0.238,-1.6,-0.736,0,0
10,1.462,-1.633,-1.105,0.14,1,2.747,-3.525,-2.255,0.14,-1,4.086,-4.302,-3.19,0.14,1,-3.783,4.432,4.624,0.14,1,-0.284,0.257,0.585,0.14,-1,-1.769,2.767,2.33,0.14,-1,-1.628,1.589,1.903,0,0,-2.104,1.872,2.346,0,0,-5.317,2.617,-5.706,0,0,1.258,-2.084,-1.355,0.024,0
10,-9.354,-7.091,-8.149,0.14,1,24.092,17.946,20.161,0.14,-1,-6.602,-4.298,-5.011,0.14,-1,-1.942,-1.368,-1.559,0.14,1,-7.471,-5.581,-6.426,0.14,1,-1.958,-1.284,-1.57,0.14,-1,-1.422,-0.919,-1.139,0,0,4.847,3.283,4.025,0.003,0,2.187,1.564,1.93,0.002,0,-3.825,-3.644,-3.289,0.035,0
10,-1.327,2.956,-2.729,0.14,-1,-1.156,2.244,-2.036,0.14,-1,-0.962,1.519,-1.598,0.14,1,-0.219,0.395,-0.68,0.14,-1,5.557,-9.154,9.234,0.14,1,-4.908,9.895,-9.854,0,0,-0.79,1.51,-1.605,0.001,0,-0.769,2.141,-2.525,0,0,-0.182,0.987,-0.964,0.017,0,0.304,-0.894,0.808,0,0
10,6.659,1.859,2.671,0.14,-1,6.484,1.727,2.84,0.14,-1,-8.677,-2.066,-3.964,0.139,1,2.941,0.746,1.383,0.14,1,5.05,1.349,2.49,0.14,1,2.043,0.438,0.968,0.14,-1,1.092,0.256,0.534,0.14,-1,10.513,2.373,4.754,0.14,1,4.717,1.227,2.194,0.003,0,-0.918,-0.149,-0.252,0,0
10,1.589,21.11,-3.891,0.14,1,0.243,5.776,-1.588,0.14,-1,-0.075,-1.972,1.537,0.14,-1,-0.284,-0.146,0.265,0.14,1,0.334,0.213,0.151,0.14,-1,-1.141,-19.783,2.937,0.14,1,-1.065,-16.375,2.499,0,0,-0.125,-1.991,0.117,0.02,0,-0.6,-3.233,0.453,0.001,0,0.42,10.324,-2.128,0.046,0
10,23.587,-18.802,30.439,0.139,1,-20.025,9.672,-25.916,0.14,-1,-1.144,0.804,-1.312,0.14,-1,-0.266,0.355,-0.018,0.14,1,-0.887,4.575,-1.539,0.14,1,-0.518,0.13,-0.293,0.14,1,-0.462,0.526,-0.754,0.14,-1,-0.286,0.751,-0.003,0,0,-0.231,1.307,-0.234,0,0,-0.097,1.394,-0.352,0,0
10,-0.991,0.558,-1.169,0.14,1,3.886,-1.509,5.375,0.14,-1,1.954,-0.922,2.037,0.14,-1,1.497,-0.776,1.384,0.14,1,2.72,-1.228,2.3,0.14,1,2.203,-0.755,2.782,0.14,-1,0.631,-0.384,0.602,0.014,0,1.483,-0.503,2.045,0,0,-13.486,6.156,-13.472,0,0,1.299,-1.078,1.601,0.192,0
10,-2.611,10.53,-8.921,0.14,-1,-0.412,3.402,-2.91,0.14,1,-0.711,3.018,-2.608,0.14,-1,0.865,-2.173,1.693,0.14,1,-0.356,-0.261,-0.199,0.14,-1,-1.175,5.622,-4.902,0.003,0,-0.523,2.153,-1.84,0,0,0.987,-4.039,3.824,0,0,0.31,-1.472,1.307,0,0,-0.324,1.095,-0.913,0.076,0
10,-3.203,-21.808,13.45,0.14,1,0.276,1.557,-1.376,0.14,1,-1.19,-3.55,2.365,0.14,1,2.566,17.987,-10.805,0.14,-1,-0.061,-0.168,0.078,0.14,-1,-1.093,-5.295,3.479,0.14,-1,1.715,7.303,-4.834,1.082,0,0.052,0.88,0.509,0.099,0,-0.004,0.779,-0.469,0.013,0,0.041,-1.258,0.929,0,0
10,-7.776,2.968,-5.215,0.14,1,19.667,-8.083,12.934,0.14,-1,-13.58,5.71,-8.425,0.14,-1,12.831,-5.513,7.811,0.14,1,2.594,-0.856,1.686,0.14,-1,-5.101,2.014,-3.167,0.14,1,-5.677,2.594,-3.447,0.038,0,-2.244,1.066,-1.276,0,0,1.11,-0.546,0.723,0,0,1.704,-1.297,1.285,0,0
10,-4.403,-0.261,1.13,0.14,-1,-2.571,-0.268,1.056,0.14,-1,-6.078,-0.225,2.078,0.14,-1,-8.779,-0.602,2.867,0.14,1,-1.835,-0.326,0.737,0.14,1,-0.941,-0.071,0.004,0.14,-1,0.543,-0.126,-0.093,0.14,1,-0.763,-0.071,0.281,0,0,-10.067,-0.092,3.512,0,0,-1.922,0.118,0.333,0,0
10,10.462,11.756,7.691,0.14,1,-4.447,-5.669,-3.743,0.14,1,7.209,8.792,6.046,0.139,1,3.347,3.482,2.249,0.14,-1,-0.634,-0.749,-0.505,0.14,-1,-2.851,-2.759,-1.934,0.14,-1,-3.528,-4.282,-2.914,0,0,-0.535,-0.685,-0.456,0,0,-2.078,-2.408,-1.631,0,0,-10.895,-12.293,-8.265,0.06,0
10,-4.671,-7.769,-7.274,0.14,1,4.822,9.087,7.346,0.14,-1,3.814,5.957,5.548,0.14,-1,3.296,5.045,4.252,0.14,1,0.213,0.822,1.032,0.14,1,-3.042,-4.704,-4,0,0,-1.297,-2.053,-1.807,0.001,0,-3.625,-5.526,-4.936,0,0,0.273,0.589,0.486,0,0,-0.486,-1.601,-0.888,0,0
10,-4.1,-5.381,-3.698,0.14,1,16.756,22.012,13.761,0.139,1,-2.194,-2.974,-2.514,0.14,1,-1.412,-1.309,-0.986,0.14,-1,1.377,1.769,1.417,0.14,-1,-1.783,-2.434,-0.762,0.14,-1,-0.623,-0.208,-0.209,0.14,-1,2.454,3.476,2.015,0,0,2.921,4.003,2.224,0,0,-11.083,-15.595,-7.883,0,0
10,1.942,-2.407,2.366,0.14,-1,1.88,-2.344,2.275,0.14,1,3.383,-3.513,3.944,0.14,1,-2.094,2.49,-2.776,0.14,-1,-0.218,0.21,-0.256,0.14,1,-0.648,0.583,-0.801,0.14,1,6.231,-7.585,7.684,0,0,0.825,-0.801,0.966,0,0,-7.974,9.003,-9.807,0,0,-6.37,7.118,-8.173,0,0
10,-2.608,-0.007,3.128,0.14,-1,4.386,-0.163,-5.592,0.14,1,-11.161,1.126,15.301,0.139,1,9.476,-1.266,-12.734,0.14,-1,-14.024,1.474,19.213,0.14,-1,1.968,-0.01,-3.157,0.14,1,-0.218,0.048,0.212,0.14,-1,1.123,-0.163,-1.411,0.001,0,-2.117,0.193,2.557,0,0,3.086,-0.333,-4.302,0.616,0
10,-0.324,0.531,0.447,0.14,-1,6.863,14.859,14.919,0.14,1,0.891,0.735,0.892,0.14,-1,-0.193,0.135,0.256,0.14,-1,1.042,1.15,1.493,0.14,1,6.659,13.488,13.706,0,0,0.371,0.784,0.842,0,0,1.253,3.147,3.494,0,0,-10.465,-25.006,-24.138,0,0,-1.36,-3.401,-2.989,0,0
10,0.044,-2.503,2.812,0.14,-1,0.192,-1.338,1.344,0.14,1,0.941,-18.631,26.006,0.141,-1,0.571,-1.945,2.742,0.14,1,-0.085,0.645,-0.896,0.14,1,0.348,0.831,-1.238,0,0,-1.868,23.64,-30.033,0,0,-0.544,0.406,-1.266,0.001,0,-0.046,-2.937,2.331,0,0,0.264,-1.248,1.164,0,0
10,8.525,-14.656,-13.895,0.14,-1,-6.5,11.153,11.855,0.14,1,0.354,-0.625,-0.805,0.14,1,0.347,0.094,-0.256,0.14,-1,0.282,-0.712,-0.865,0.14,-1,-0.904,1.905,2.02,0,0,-1.434,2.297,2.402,0,0,-2.634,4.08,4.086,0,0,-0.446,0.766,0.738,0.001,0,-0.212,-0.609,-0.546,0,0
10,-2.346,4.934,-6.643,0.14,-1,4.343,-9.348,11.69,0.14,1,-0.683,1.599,-1.911,0.14,1,7.953,-15.427,20.858,0.14,-1,-1.417,2.861,-3.881,0.14,1,0.44,-1.024,1.461,0.14,-1,-3.683,7.336,-10.02,0,0,-1.944,3.12,-4.206,0,0,1.036,-1.832,2.112,0.001,0,1.266,-3.601,3.799,0,0
10,4.928,2.181,0.516,0.14,1,3.164,1.316,0.326,0.14,-1,-6.96,-2.492,-0.61,0.14,-1,-4.771,-2.207,-0.289,0.14,-1,0.824,0.492,0.047,0.14,1,-0.965,-0.508,-0.09,0.14,1,-3.198,-1.157,-0.203,0,0,3.914,1.673,0.491,0,0,-1.1,-0.507,0.014,0.001,0,-1.947,-1.417,-0.298,0.001,0
10,6.975,-5.586,7.329,0.14,-1,-6.414,5.306,-6.932,0.14,1,12.924,-10.843,13.47,0.14,-1,-6.407,4.45,-6.133,0.14,1,-1.203,0.99,-1.371,0.14,-1,3.153,-2.046,3.024,0.14,1,0.788,-0.647,0.771,0,0,-4.855,4.004,-4.802,0,0,-1.245,1.078,-1.304,0,0,-5.089,4.049,-5.274,0,0
10,13.512,21.535,28.408,0.14,-1,-7.788,-12.273,-16.051,0.14,1,-4.592,-6.942,-9.215,0.14,1,0.293,0.525,0.669,0.14,1,-1.277,-1.797,-2.108,0.14,-1,1.207,1.857,2.55,0,0,0.964,1.276,1.766,0,0,-0.955,-1.299,-1.971,0,0,-2.252,-3.46,-5.065,0,0,-3.141,-3.2,-4.76,0.036,0
10,-5.019,-1.86,3.22,0.14,1,4.101,1.481,-2.589,0.14,1,-2.263,-0.541,1.667,0.14,-1,-2.737,-0.796,1.712,0.14,-1,1.683,0.424,-0.941,0.14,-1,15.086,5.039,-9.074,0.139,1,-0.931,-0.282,0.555,0,0,12.362,4.972,-7.035,0,0,1.159,0.497,-0.71,0.001,0,2.537,0.553,-2.025,0,0
10,0.269,0.082,0.049,0.14,1,18.8,0.471,-9.317,0.14,-1,-9.96,-0.252,4.632,0.139,-1,1.41,-0.391,-0.513,0.14,1,0.405,0.127,-0.338,0.14,-1,2.356,-0.029,-1.32,0.14,1,0.508,-0.201,-0.908,0.14,-1,3.873,0.235,-2.019,0,0,0.915,0.329,-0.693,0.001,0,0.809,0.05,-0.513,0,0
10,3.274,2.46,-1.975,0.14,1,-3.414,-2.967,3.344,0.14,1,-4.678,-2.818,3.27,0.14,1,-20.83,-16.097,21.422,0.141,-1,1.061,0.516,-0.177,0.14,-1,0.347,0.435,-0.528,0.14,-1,17.103,13.404,-17.819,0.14,1,5.735,3.799,-5.691,0.14,-1,0.614,0.44,-0.657,0,0,0.814,0.745,-1.595,0,0
10,-2.766,6.599,7.01,0.14,-1,3.627,-8.428,-8.369,0.139,-1,0.718,-1.276,-1.663,0.14,-1,-1.914,4.449,4.724,0.14,1,-0.537,1.084,1.061,0.14,-1,-0.333,0.476,0.507,0.14,1,4.626,-10.019,-10.482,0.14,1,-2.538,5.789,6.132,0,0,-1.457,2.751,2.872,0.002,0,-1.23,4.081,4.237,0.097,0
10,4.98,11.93,13.216,0.139,1,0.254,1.168,1.161,0.14,-1,0.857,3.166,1.973,0.14,-1,-0.649,-2.086,-1.495,0.14,-1,-0.488,-1.478,-0.661,0.14,-1,-0.097,-0.405,-0.319,0.14,1,-0.995,-9.571,-8.592,0.14,1,-0.648,-0.499,-0.517,0.14,1,0.113,1.005,0.6,0.015,0,-0.344,0.924,1.079,0.152,0
10,-9.774,-8.56,-16.056,0.14,1,-4.025,-3.029,-5.798,0.14,-1,-3.578,-2.709,-5.59,0.14,1,2.638,1.794,4.19,0.14,-1,0.717,0.461,1.35,0.14,-1,4.882,3.734,7.451,0.14,1,1.369,0.883,1.973,0,0,-5.867,-3.996,-8.55,0.047,0,0.782,0.403,0.927,0,0,-1.047,-0.441,-1.687,0,0
10,-0.158,0.061,0.019,0.14,1,-22.266,9.93,5.224,0.14,-1,9.115,-3.822,-1.302,0.14,-1,-1.279,0.518,0.168,0.14,-1,3.199,-1.11,-0.573,0.14,1,22.308,-10.045,-4.017,0.14,1,0.807,-0.28,-0.128,0,0,-1.483,0.684,0.176,0.001,0,-2.88,1.23,0.503,0.001,0,0.805,-0.372,0.039,0.013,0
10,2.511,21.293,9.138,0.14,1,-1.812,-11.623,-4.991,0.139,1,-0.202,-1.08,-0.232,0.14,-1,-0.453,-24.886,-11.104,0.139,-1,0.658,13.546,5.728,0.14,-1,-0.583,-0.74,-0.653,0.14,1,0.101,0.235,0.227,0.14,-1,0.256,-0.094,-0.075,0.14,1,-0.128,0.225,0.149,0.14,1,0.384,7.035,2.641,0.039,0
10,-0.467,0.363,-0.006,0.14,1,0.46,-0.391,-1.24,0.14,-1,2.456,-0.405,-3.828,0.14,1,12.989,-0.523,-15.668,0.14,-1,3.663,0.489,-5.826,0.14,1,-1.121,-0.037,1.586,0,0,-1.292,-0.025,1.924,0,0,-1.016,0.004,1.456,0,0,-0.694,0.004,0.902,0,0,-16.271,0.057,23.14,0.534,0
10,3.951,-9.302,1.046,0.14,1,3.508,-8.206,0.916,0.14,-1,1.921,-3.981,0.154,0.14,1,0.46,-1.146,0.234,0.14,-1,0.097,0.262,-0.326,0.14,-1,-10.446,23.005,-3.622,0.14,1,0.318,-0.777,0.137,0.013,0,6.368,-15.81,2.268,0.974,0,-7.203,17.165,-1.534,0.061,0,0.938,-1.143,0.274,0.001,0
10,-2.642,-0.681,-2.062,0.14,1,-16.875,-4.546,-13.237,0.14,1,-0.563,-0.219,-0.423,0.14,1,-0.409,-0.104,-0.298,0.14,-1,-6.425,-2.061,-4.585,0.14,-1,-4.31,-1.416,-3.575,0,0,-1.105,-0.123,-0.583,0.016,0,-1.154,-0.026,-0.694,0,0,-0.782,-0.259,-0.833,0,0,-0.489,-0.237,-0.674,0.013,0
10,-8.699,7.702,10.718,0.14,-1,9.462,-7.772,-11.252,0.14,1,-6.549,6.158,8.392,0.14,-1,-1.628,1.779,2.216,0.14,1,1.868,-1.812,-2.727,0.14,1,-0.577,0.52,0.727,0,0,-0.497,0.43,0.625,0,0,0.964,-0.832,-1.233,0,0,1.554,-1.319,-1.825,0,0,2.053,-1.868,-2.528,0.027,0
10,-1.562,-1.883,1.839,0.14,-1,-13.796,-17.972,15.968,0.141,1,-3.579,-4.624,4.407,0.14,1,-1.126,-1.292,1.167,0.14,-1,5.114,7.539,-6.533,0.14,-1,-1.166,-1.395,1.438,0,0,3.225,4.129,-3.522,0.002,0,0.574,0.758,-0.676,0.001,0,2.479,3.052,-2.694,0,0,-0.699,-0.91,0.623,0,0
10,-9.449,6.128,3.079,0.14,1,6.961,-3.953,-2.345,0.14,-1,-20.833,12.396,6.291,0.14,-1,24.907,-14.736,-7.388,0.14,1,1.6,-0.922,-0.254,0.14,-1,0.936,-0.8,-0.435,0.14,1,-4.922,1.914,2.211,0,0,-1.389,0.19,0.562,0.017,0,-0.787,0.078,0.156,0,0,1.272,-0.021,-0.172,0.016,0
10,-11.777,-0.136,12.261,0.14,-1,-1.713,-0.013,1.552,0.14,1,-2.003,0.055,1.813,0.14,-1,-2.344,0.059,2.27,0.14,1,-0.386,0.011,0.373,0.14,-1,11.816,-0.453,-12.847,0.14,1,-0.619,0.03,0.603,0,0,-4.022,-0.402,4.491,0,0,-1.075,0.018,1.089,0,0,-1.455,0.019,1.315,0,0
10,22.364,-5.087,-9.147,0.139,1,3.257,-0.583,-1.243,0.14,-1,-28.974,5.926,11.52,0.14,1,5.071,-0.771,-2.262,0.14,-1,2.641,-0.196,-1.101,0.14,1,1.072,-0.026,-0.424,0.015,0,3.13,-0.535,-1.404,0.001,0,2.595,0.077,-1.195,0.062,0,0.898,0.007,-0.326,0,0,0.876,-0.035,-0.259,0.014,0
10,8.27,0.417,4.615,0.14,1,1.241,-0.075,0.701,0.14,-1,-7.188,-0.275,-4.414,0.14,-1,-19.716,-0.857,-11.552,0.139,1,-5.078,-0.651,-3.003,0.14,1,7.905,0.437,4.957,0.14,-1,0.998,0.028,0.565,0.14,1,13.281,0.324,7.677,0,0,1.505,0.086,0.814,0,0,2.516,0.307,1.682,0.001,0
10,9.992,0.97,14.322,0.14,-1,-2.792,-0.528,-4.094,0.14,1,-7.477,-1.45,-9.918,0.14,-1,-4.32,-0.547,-5.899,0.14,-1,-5.683,-0.605,-8.05,0.14,1,-0.684,-0.118,-0.945,0.14,1,-2.9,-0.771,-4.025,0,0,1.718,0.457,2.475,0,0,1.996,0.377,2.672,0.001,0,5.823,1.448,8.539,0.046,0
10,-4.222,4.994,7.146,0.14,-1,3.251,-4.494,-6.03,0.14,1,-3.44,4.028,5.23,0.14,1,-2.615,3.59,5.313,0.14,-1,-0.415,0.439,0.946,0.14,1,-7.337,7.973,12.083,0.008,0,-1.59,1.807,2.596,0,0,0.359,-0.634,-0.785,0,0,7.481,-8.977,-12.22,0,0,2.569,-3.2,-4.182,0,0
10,-0.039,-0.198,-0.052,0.14,1,-9.215,-15.878,4.894,0.14,1,-7.911,-12.829,5.3,0.14,-1,-1.212,-1.934,0.841,0.14,-1,3.528,4.031,-0.978,0.14,-1,1.289,0.973,0.29,0.14,1,1.744,3.078,-1.534,0.14,1,-1.411,-2.993,0.681,0.14,-1,6.043,11.931,-4.199,0,0,4.413,8.067,-3.253,0,0
10,-0.146,0.335,-0.013,0.14,-1,-6.015,11.475,-0.957,0.14,-1,1.344,-2.289,-0.187,0.14,-1,-1.977,0.886,0.576,0.14,-1,7.232,-13.213,-0.037,0.14,1,0.285,-0.401,-0.035,0.14,1,-5.679,10.959,-1.082,0.05,0,-1.621,2.954,-0.27,0,0,14.125,-24.614,3.574,0,0,-3.232,5.712,-0.507,0.215,0
10,28.651,-6.039,-14.086,0.141,1,1.03,-0.55,0.018,0.14,1,-4.489,0.995,1.923,0.14,-1,2.583,-1.965,0.043,0.14,-1,-1.592,0.245,0.413,0.14,-1,-3.972,0.831,1.703,0.14,1,1.405,-0.15,-0.597,0.001,0,0.917,-0.239,-0.432,0,0,-2.232,0.493,0.878,0,0,1.079,-0.577,-0.407,0,0
10,0.292,0.028,0.041,0.14,1,-9.057,0.864,-0.377,0.14,1,5.998,-0.825,0.238,0.14,1,-19.177,2.468,-0.925,0.14,-1,-2.371,0.341,-0.247,0.14,-1,3.967,-0.503,0.534,0.14,-1,-0.887,0.121,-0.056,0,0,-1.981,0.137,0.086,0,0,8.065,-0.847,0.896,0,0,-4.748,-0.048,-0.029,0.031,0
10,-9.104,-14.664,-16.339,0.14,1,0.259,0.789,0.525,0.14,1,-3.242,-5.769,-6.461,0.14,-1,9.332,16.857,16.6,0.14,-1,-0.75,-1.684,-1.9,0.14,1,0.292,0.21,0.43,0.14,-1,0.139,0.038,0.269,0.14,1,2.604,2.716,3.73,0.14,1,-1.125,-1.873,-1.997,0.024,0,0.122,0.195,0.863,0,0
10,-0.474,-5.153,-1.723,0.14,-1,0.807,5.882,2.006,0.14,-1,-1.368,-10.324,-3.609,0.14,1,0.975,10.466,3.906,0.14,1,0.174,2.568,0.667,0.14,-1,-0.686,-5.44,-2.369,0.14,1,2.779,22.872,8.52,0.01,0,-0.347,-1.779,-0.665,0.001,0,0.002,-1.024,-0.541,0,0,-0.342,-0.679,-0.333,0,0
10,10.618,5.893,-0.449,0.14,-1,1.094,0.488,0.051,0.14,1,-7.501,-3.178,0.494,0.14,1,0.926,0.356,0.037,0.14,-1,1.323,0.625,-0.056,0.14,-1,7.81,3.783,-0.505,0,0,2.41,1.142,-0.01,0,0,-4.953,-2.565,-0.079,0.034,0,-4.08,-1.001,0.182,0.029,0,0.873,0.831,-0.027,0,0
10,-0.032,-13.998,-10.812,0.14,-1,0.009,3.012,2.078,0.14,1,-0.1,-10.197,-8.309,0.14,-1,-0.07,11.142,8.894,0.14,-1,0.077,-5.546,-4.8,0.14,1,0.051,4.348,3.168,0.14,1,0.097,0.73,0.619,0.014,0,0.092,2.645,2.251,0.001,0,0.079,0.983,0.501,0,0,-0.279,-0.74,-0.63,0,0
10,-2.851,23.122,-33.081,0.138,1,0.748,-8.22,11.733,0.14,-1,1.217,-9.767,14.793,0.14,1,0.77,-2.033,2.507,0.14,-1,0.185,-0.493,0.364,0.14,-1,0.331,-0.811,1.089,0,0,0.441,-1.123,1.204,0,0,0.913,-4.953,7.724,1.745,0,0.149,-0.351,1.342,0.017,0,-0.012,0.802,-1,0,0
10,2.893,0.797,3.72,0.14,-1,-2.859,-0.838,-3.746,0.14,-1,-4.741,-2.099,-6.564,0.14,-1,6.888,2.75,9.952,0.14,1,-11.314,-4.254,-17.004,0.14,1,3.685,1.102,5.617,0.14,-1,4.876,1.9,7.626,0.139,1,4.736,1.851,6.94,0.14,1,-6.434,-1.524,-8.795,0.047,0,0.455,0.29,1.049,0,0
